Channel ID,Channel Title,Category,Country,Year,Sum of Subscribers,Sum of Total Videos,Sum of View Count,Channel Age,Subscribers per view,Subscribers per year,Viewers per year,Is_SubscriberOutlier,Is_TotalVideosOutlier,Is_ViewCountOutlier,Sum of Log_Subscribers,Sum of Log_TotalVideos,Sum of Log_ViewCount
UCYhp6x9PJDTLP6pet3Ve9IA,Star Wars Basis Gaming,Gaming,Germany,2018,45100,2068,14888608,7,0.003029162,6442.857143,2126944,No,No,No,4.654186171360603,3.3157604906657347,7.172854124760686
UCyJYCQ6WaEMhdZAuPo799bA,Grjngo - Western Movies,Film & Animation,United States,2017,1660000,782,686832267,8,0.002416893,207500,85854033.38,No,No,No,6.220108349663158,2.8937617620579434,8.836850690515009
UCyKs4L4EULCfySbTybA9bAg,Music Brokers,Music,Argentina,2010,1530000,2678,898194711,15,0.001703417,102000,59879647.4,No,No,Yes,6.184691714670109,3.427972713608209,8.953370493884144
UCYLvqqVn7Un9lafEXwSW4mA,Scrap Science,Science & Technology,Australia,2017,31600,96,2243878,8,0.014082762,3950,280484.75,No,No,No,4.499700825897211,1.9867717342662448,6.350999434113027
UCYNF5jpwZwxo9Yln1fLbMSw,PANDU GAMING,Gaming,Indonesia,2017,2870000,2384,1213167241,8,0.002365708,358750,151645905.1,Yes,No,Yes,6.457882048056085,3.3774883833761327,9.083920674956538
UCYnWFbpkIurcbricviDK0jg,Lorbek Luxury Cars,Autos & Vehicles,Australia,2010,9570,5546,8854798,15,0.00108077,638,590319.8667,No,Yes,No,3.9809573162296203,3.7440581658788354,6.947178707346351
UCyPL51retZ828yzelsb2eGQ,FNF Entertainment,Entertainment,United States,2014,737000,54,165211324,11,0.004460953,67000,15019211.27,No,No,No,5.867468077132033,1.7403626894942439,8.218039814270258
UCYQ8oHPbnZ1sLBjiCSdP8ZQ,ARTA GAME,Gaming,Spain,2017,5570000,2024,2198985938,8,0.002532986,696250,274873242.3,Yes,No,Yes,6.745855273144006,3.3064250275506875,9.342222452355681
UCytbalwxSpa_Izi5y9cJlTg,Spiritual Science Research Foundation,Science & Technology,United States,2007,75800,237,9624828,18,0.007875465,4211.111111,534712.6667,No,No,No,4.879674935072914,2.376576957056512,6.983393022334709
UCyTG4xo6NSVZZHMgOrVESfg,Nonprofit Marketing Strategies,Nonprofits & Activism,United States,2018,12900,68,411931,7,0.031315924,1842.857143,58847.28571,No,No,No,4.110623375233331,1.8388490907372552,5.6148255304454
UCyTkQ2aQywR7v_1Nr1wLmgA,5% Entertainment,Entertainment,Canada,2018,121000,527,29302908,7,0.004129283,17285.71429,4186129.714,No,No,No,5.082788959512213,2.722633922533812,7.466910736392902
UCYug5AXwrwwUqvxYZh3TF7Q,Bonjwa Gaming,Gaming,Germany,2018,29300,3056,13400754,7,0.002186444,4185.714286,1914393.429,No,No,No,4.466882442438441,3.485295438726089,7.127129267252637
UCYUh8DLLxkfpuo_HFocyiHw,B Minor Music,Music,Australia,2015,1550,153,705522,10,0.002196955,155,70552.2,No,No,No,3.190611797813605,2.187520720836463,5.848511176290601
UCYulrOk4EbqL833oETw0bWQ,Wanderlust Travel Videos,Travel & Events,Netherlands,2018,137000,252,21273256,7,0.006440011,19571.42857,3039036.571,No,No,No,5.136723737177552,2.403120521175818,7.3278339867922515
UC-y-UTxSbPngyGgDzBKpI3A,AKTU Digital Education,Education,India,2018,271000,6236,25809505,7,0.010500008,38714.28571,3687072.143,No,Yes,No,5.4329708934341125,3.794975744051132,7.411779692125146
UCYX8SwIoZ7Mjizw1_eQ6kUA,The Dublin Academy of Education,Education,Ireland,2018,12200,465,1620234,7,0.007529777,1742.857143,231462,No,No,No,4.08639542712425,2.66838591669,6.209578009481842
UCYxk3XRMeFF0HBTrKZhedxw,CBC Sport,Sports,Azerbaijan,2016,488000,3921,104691659,9,0.004661307,54222.22222,11632406.56,No,No,No,5.688420711949508,3.5935075893317654,8.019912086070011
UCZ4nhFegkVWPHRX6oGGb35A,Zalmi gaming,Gaming,United States,2015,1140000,210,40352866,10,0.028250781,114000,4035286.6,No,No,No,6.056905232296377,2.3242824552976926,7.605874396010919
UCz7CG1XSOHJHMlBrWXrbMVw,South African Film Festival (SAFF),Film & Animation,Australia,2019,638,251,110788,6,0.005758746,106.3333333,18464.66667,No,No,No,2.8055008581584002,2.401400540781544,5.044496642373874
UCzB_4t_2KkoFGiX45tajITg,Macmillan Education India Private Limited,Education,India,2015,126000,881,26130558,10,0.004821941,12600,2613055.8,No,No,No,5.100373991885488,2.94546858513182,7.4171487005049235
UCZCUdSjhEFof8_dNn4e9maQ,Filmler ve Filimler,Film & Animation,Türkiye,2015,2160000,1063,644712872,10,0.003350329,216000,64471287.2,No,No,No,6.334453952213145,3.0269416279590295,8.809366341867769
UCZDi95PJ6VmWtQAScA9Rh-w,DR Sports,Sports,United Kingdom,2016,419000,4887,240612221,9,0.001741391,46555.55556,26734691.22,No,No,No,5.622215059467402,3.689131197234498,8.381317683736768
UCzex_mfmywKLuHcIlYYt0wQ,Amped Music,Music,Australia,2013,22400,244,22298798,12,0.001004538,1866.666667,1858233.167,No,No,No,4.3502674060479185,2.3891660843645326,7.348281472836559
UCZH1ypQDpzzlHw5rrrvNYBg,Comedy Central Italia,Comedy,Italy,2018,439000,2144,245920638,7,0.001785129,62714.28571,35131519.71,No,No,No,5.642465509522275,3.331427296520743,8.390794978627586
UCZhH00RGjmTNZrOrukZ2y6g,Gadu Gaming,Gaming,France,2014,42000,3679,9486750,11,0.004427227,3818.181818,862431.8182,No,No,No,4.62325963061961,3.5658478186735176,6.977117501745945
UC-zjH-e5XBzMpy_VtwIGRxQ,Arekkz Gaming,Gaming,United Kingdom,2013,1460000,6463,717756957,12,0.002034115,121666.6667,59813079.75,No,Yes,No,6.164353153246309,3.8105013477665297,8.855977411278412
UCZjpA3YBPXvJv3pg4SPEjfw,Win Sports,Sports,Colombia,2012,1610000,27578,741757880,13,0.00217052,123846.1538,57058298.46,No,Yes,Yes,6.206826145779892,4.44057851483637,8.870262169288345
UCzL20q9NZo81RfTh0rU4CHA,Baseline Sports,Sports,Australia,2019,22400,285,4711627,6,0.004754196,3733.333333,785271.1667,No,No,No,4.3502674060479185,2.456366033129043,6.673170994019097
UC-ZlBFS4oNWfGDPOMCWtJmg,Funny Factory,Comedy,India,2019,3020000,1500,1271736424,6,0.002374706,503333.3333,211956070.7,Yes,No,Yes,6.480007086763247,3.1763806922432702,9.104397110503072
UCZmIC1WS-7nOcwn9A05qnvg,HowTo-IT,Howto & Style,Romania,2017,5,39,4125,8,0.001212121,0.625,515.625,No,No,No,0.7781512503836436,1.6020599913279623,3.615529223637133
UCz-N-8RAN0qJnRHZ57VyybA,People's Mosquito,People & Blogs,United Kingdom,2012,3550,16,459604,13,0.007724041,273.0769231,35354.15385,No,No,No,3.5503506723016156,1.2304489213782739,5.6623847446911775
UCzoKTBcFohGuazW8s8dfL5w,Travel & Food,Travel & Events,Australia,2019,985,48,118255,6,0.008329458,164.1666667,19709.16667,No,No,No,2.993876914941211,1.6901960800285136,5.072823184934461
UCZPRdwRd3Io9eidIrTgMrjQ,Questions de science,Science & Technology,France,2011,21100,169,1133968,14,0.018607227,1507.142857,80997.71429,No,No,No,4.3243030374868345,2.230448921378274,6.054601182146868
UCZSE95RmyMUgJWmfra9Yx1A,Banijay Science,Science & Technology,United Kingdom,2018,588000,913,113824877,7,0.00516583,84000,16260696.71,No,No,No,5.769378064671568,2.960946195733831,8.056237193494129
UCzsmswH4gFFdtbCfOijSTTw,Kokku Entertainment,Entertainment,India,2016,1170000,18,58611879,9,0.019961824,130000,6512431,No,No,No,6.068186232937868,1.2787536009528289,7.767985651777993
UCzTR9iSH-TFC4-ocDS_ll4A,Sheet Music Boss,Music,Australia,2017,4170000,3058,1934857160,8,0.002155198,521250,241857145,Yes,No,Yes,6.6201361591211025,3.485579476984679,9.286648909158934
UCzUK0BwE1dIjS0Xj4OR6uKg,dotOrgStrategy: Nonprofit Storytelling & Tech,Nonprofits & Activism,United States,2016,87,55,6612,9,0.013157895,9.66666667,734.6666667,No,No,No,1.9444826721501687,1.7481880270062005,3.820398522703982
