Channel ID,Channel Title,Category,Country,Year,Sum of Subscribers,Sum of Total Videos,Sum of View Count,Channel Age,Subscribers per view,Subscribers per year,Viewers per year,Is_SubscriberOutlier,Is_TotalVideosOutlier,Is_ViewCountOutlier,Sum of Log_Subscribers,Sum of Log_TotalVideos,Sum of Log_ViewCount
UCsmD5774MOQhjYBkXqu3Jdw,Geek Gaming Scenics,Gaming,United Kingdom,2016,198000,249,19573259,9,0.010115842,22000,2174806.556,No,No,No,5.2966673836624665,2.3979400086720375,7.291663165060201
UCSmyV6P8_ir9EV4Z4tYA2QA,Google for Nonprofits,Nonprofits & Activism,United States,2008,24800,0,0,17,Infinity,1458.823529,0,No,No,No,4.394469192347434,0,0
UCSnomf64cOIxt7FzFrgexSQ,Aus News Lanka,News & Politics,Australia,2014,30200,567,4717283,11,0.00640199,2745.454545,428843.9091,No,No,No,4.48002132333105,2.754348335711019,6.673692023356155
UCsNVIJGhE-7sGQ_3sCMNnOg,Sydney Travel Concerts,Travel & Events,Australia,2015,1390,237,1162146,10,0.001196063,139,116214.6,No,No,No,3.143327129992046,2.376576957056512,6.065261065447622
UCsP7Bpw36J666Fct5M8u-ZA,How To Cook That,Howto & Style,Australia,2011,4960000,546,962954907,14,0.005150812,354285.7143,68782493.36,Yes,No,Yes,6.69548176404956,2.737987326333431,8.983605951023518
UC-SQpatMUyttygyX3qVWXYw,Josh -  Hindi Stories Comedy Videos,Comedy,Singapore,2019,4080000,343,1360465191,6,0.002998974,680000,226744198.5,Yes,No,Yes,6.610660269534593,2.53655844257153,9.133687434674608
UCsRbA_leAOKaeDLXmGEmHjg,Film,Film & Animation,Russian Federation,2016,4590000,1150,1885219930,9,0.002434729,510000,209468881.1,Yes,No,Yes,6.6618127801547855,3.0610753236297916,9.275362022577925
UCSRHuvtU6XRxV0AX_UEDQzQ,Lala Pets,Pets & Animals,United States,2006,111,31,61755,19,0.001797425,5.842105263,3250.263158,No,No,No,2.0492180226701815,1.505149978319906,4.790679158535811
UCssRwa6rXARIVQ6vl96mctQ,SPX Entertainment,Entertainment,Viet Nam,2012,2320000,1617,567905431,13,0.004085187,178461.5385,43685033.15,No,No,No,6.365488172086756,3.2089785172762535,8.754276022718225
UCssWlebKLKQJiE6ClxdnXXw,miuzic Entertainment Library,Entertainment,Japan,2017,8580,65,1263647,8,0.006789871,1072.5,157955.875,No,No,No,3.9335379019717047,1.8195439355418688,6.1016261143359944
UCSsz5hijS79cioRCJcZpW2A,Auto didactic,Autos & Vehicles,Australia,2019,89700,1008,9107473,6,0.009849055,14950,1517912.167,No,No,No,4.952797284650124,3.0038911662369103,6.959397940092636
UCSt5MBz1oYIfAEw-ayXYpIA,MIT Materials Science and Engineering (DMSE),Science & Technology,United States,2014,4330,27,85868,11,0.050426236,393.6363636,7806.181818,No,No,No,3.636588183729842,1.4471580313422192,4.933836405288255
UCsX2axLahRo8LkeUdxzkN-Q,Your Next Travel,Travel & Events,United States,2017,321,58,97134,8,0.003304713,40.125,12141.75,No,No,No,2.507855871695831,1.7708520116421442,4.98737574451177
UC-SYaiaBb5P-xcNTzcvkqkA,Arena Sport TV,Sports,Serbia,2010,254000,16031,319024136,15,0.000796178,16933.33333,21268275.73,No,Yes,No,5.4048354264373675,4.204987704187151,8.503823542522229
UCsz9DiwPtgDvxJ-njWnieZw,Passe-Science,Science & Technology,France,2015,86800,73,4169727,10,0.020816711,8680,416972.7,No,No,No,4.93852472854032,1.8692317197309762,6.620107725968515
UCT11zktevLr6SSTAcmY4YEA,Youth To The People,People & Blogs,United States,2018,6050,125,3053242,7,0.0019815,864.2857143,436177.4286,No,No,No,3.781827152932428,2.100370545117563,6.484761370089496
UCT1X73wvBWzGP3eaX88lQmA,Alvin's Piano Music,Music,Philippines,2016,5820,54,1665641,9,0.00349415,646.6666667,185071.2222,No,No,No,3.7649975992848805,1.7403626894942439,6.22158166325812
UCt74W-7K4vdrZD-pzRwisjg,Lea Music Channel,Music,Malaysia,2013,7450,744,1948879,12,0.00382271,620.8333333,162406.5833,No,No,No,3.8722145633975855,2.8721562727482928,6.289785098767562
UCT7njg__VOy3n-SvXemDHvg,Core-A Gaming,Gaming,"Korea, Republic of",2015,468000,205,65887067,10,0.007103063,46800,6588706.7,No,No,No,5.670246781052795,2.3138672203691533,7.81880018170518
UCt84aUC9OG6di8kSdKzEHTQ,Google for Education,Education,United States,2010,478000,1566,152155365,15,0.003141526,31866.66667,10143691,No,No,No,5.6794288051770305,3.1950689964685903,8.182287273047104
UCTAbErxvDbPvBmFgW2lF1Cg,SPORTS UZ,Sports,United States,2017,428000,2254,77820826,8,0.005499813,53500,9727603.25,No,No,No,5.63144478371872,3.3531465462139796,7.891095841728943
UCTaX30PwW6A6Ado-WHwVWpw,MOKSHYA MUSIC,Music,Australia,2016,6830,27,750770,9,0.009097327,758.8888889,83418.88889,No,No,No,3.8344842853348053,1.4471580313422192,5.875507488798514
UCTEWPVoaYwoYkc6AAf_bFpg,Peter Finn the Car Doctor,Autos & Vehicles,Finland,2006,315000,4550,151684656,19,0.002076677,16578.94737,7983402.947,No,No,No,5.498311932500053,3.658106835506393,8.180941653843902
UCtgnTH3nxREecVs6-CKtZkQ,Jaden-Core Music,Music,Australia,2014,14400,138,14011936,11,0.001027695,1309.090909,1273812.364,No,No,No,4.15839265038712,2.143014800254095,7.146498175989798
UCtHv1zzGSawcksbm7Vj3w6w,Motorcycle Travel Channel,Travel & Events,United States,2010,86100,255,10237048,15,0.008410628,5740,682469.8667,No,No,No,4.9350081954950005,2.4082399653118496,7.010174782057774
UCTIwFB4ciFi5ZCIu-VlwaOg,Little Sports,Sports,United Kingdom,2019,1210000,1375,230105443,6,0.005258459,201666.6667,38350907.17,No,No,No,6.0827857292373615,3.1386184338994925,8.361926893641225
UCTj2CVogkBMbPejYWPh9GmA,Premier Sports,Sports,United Kingdom,2011,160000,3693,122890050,14,0.001301977,11428.57143,8777860.714,No,No,No,5.204122696987954,3.5674968911042226,8.08951672445929
UCTldDNXS4GeChcmwm55mXYQ,Nail Career Education,Education,Canada,2014,2840000,909,363523440,11,0.007812426,258181.8182,33047585.45,Yes,No,No,6.453318492967603,2.9590413923210934,8.560532420611057
UCtlU1PjwjahzN8j-GXfOY7w,Travel with Lens,Travel & Events,Malaysia,2018,4420,172,963772,7,0.004586147,631.4285714,137681.7143,No,No,No,3.645520514905874,2.2380461031287955,5.9839747554210305
UC-TM-z1-tmX1iK_H4SxVhww,Malmesbury Education,Education,United Kingdom,2016,49500,72,7919117,9,0.006250697,5500,879901.8889,No,No,No,4.694613972470845,1.863322860120456,6.898676814283506
UCTn0kzSoLyz6r6H-psXmgjA,Fun Science,Science & Technology,United States,2018,781000,129,193825307,7,0.004029402,111571.4286,27689329.57,No,No,No,5.892651589951825,2.113943352306837,8.287410482761985
UCTRohxutThBffdcP3H6O0Zg,Indigo Gaming,Gaming,United States,2016,200000,71,22661987,9,0.008825351,22222.22222,2517998.556,No,No,No,5.301032167130962,1.8573324964312685,7.355298005243154
UCtSP1OA6jO4quIGLae7Fb4g,Rocket Beans Gaming,Gaming,Germany,2013,358000,8192,298416043,12,0.001199667,29833.33333,24868003.58,No,Yes,No,5.553884239755258,3.913442954859396,8.474822168778365
UCTU_wC79Dgi9rh4e9-baTqA,Sky Sports,Sports,United Kingdom,2015,492000,3444,94101003,10,0.005228425,49200,9410100.3,No,No,No,5.6919659854788245,3.5371892262436444,7.9735942571077425
UCTVB8m2FcbwBsi6DHsGSuVw,CANAL+ SPORT,Sports,Poland,2006,519000,7195,378741004,19,0.00137033,27315.78947,19933737.05,No,Yes,No,5.715168194638561,3.8570911546735136,8.578342327252267
UCtVLC3bmrOF1GxPYQOkiecw,Nightly News 7 Spencer Gulf,News & Politics,Australia,2017,1430,1387,257364,8,0.005556333,178.75,32170.5,No,No,No,3.1556396337597765,3.142389466118836,5.410549485301887
UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,Sports,Spain,2006,12700000,50270,4133181306,19,0.003072694,668421.0526,217535858.2,Yes,Yes,Yes,7.103803755152372,4.701317524379903,9.616284456552595
UCtw7q4SyOeoCwM1i_3x8lDg,Comedy Central Stand-Up,Comedy,United States,2018,2720000,2278,1282483096,7,0.002120886,388571.4286,183211870.9,Yes,No,Yes,6.434569063701258,3.3577443251803754,9.108051649863384
UCTwvRp1AAj0JHmFF1i4H2zg,Comedy Rocket,Comedy,Germany,2015,129000,123,58976297,10,0.002187319,12900,5897629.7,No,No,No,5.1105930769100905,2.093421685162235,7.770677507981272
UCtWWry0cgjWi9C0Ye9sh6og,news.com.au,News & Politics,Australia,2019,1180000,15790,1080708255,6,0.001091877,196666.6667,180118042.5,No,Yes,Yes,6.071882375352141,4.198409633537762,9.0337084692448
UCTwZiq7Iln4B-6U-r9GedGA,2020 ENTERTAINMENT,Entertainment,Thailand,2014,2880000,6947,771161461,11,0.003734626,261818.1818,70105587.36,Yes,Yes,Yes,6.4593926385559,3.841859809775061,8.887145318017518
UCtyeJGvHqi4panJmOLL2JLg,Science with Susanna,Science & Technology,United States,2010,143000,219,11299189,15,0.012655776,9533.333333,753279.2667,No,No,No,5.155339074478792,2.342422680822206,7.053047311524222
UCtyxJ5uY1-EOJ26sFmjhzVQ,Hạ an movie,Film & Animation,Viet Nam,2016,1040,78,93028,9,0.01117943,115.5555556,10336.44444,No,No,No,3.017450729510536,1.8976270912904414,4.968618352604672
UCu1FJLH2dp7dwKoCCGFkaMg,SPORT BILD,Sports,Germany,2014,832000,10120,315790052,11,0.002634662,75636.36364,28708186.55,No,Yes,No,5.92012384827897,4.005223424858136,8.49939844614331
UCU2LTDwLnH6RZPnVWD2hLqA,Welcome to Travel,Travel & Events,Australia,2017,6520,80,424026,8,0.015376416,815,53003.25,No,No,No,3.8143142002074595,1.9084850188786497,5.627393511257066
UCu378IVA2__mBS_AO5197FQ,Common Sense Education,Education,United States,2011,109000,542,26247030,14,0.004152851,7785.714286,1874787.857,No,No,No,5.037430482275392,2.734799829588847,7.419080184189897
UCUAC5dlZGiQuykU1JGdpEGA,BYU Religious Education,Education,United States,2011,41300,1164,5432908,14,0.007601822,2950,388064.8571,No,No,No,4.6159605671339845,3.0663259253620376,6.735032430760054
UCUALYmnkEmx8vlxIbpr2gmw,ARZU FİLM,Film & Animation,Türkiye,2015,1890000,3412,1798143397,10,0.001051084,189000,179814339.7,No,No,Yes,6.276462033958624,3.533136288278639,9.254824322812574
UCUEpR6_K-g-VsDp_M2NJnsw,OU Education,Education,India,2015,71700,2822,21498257,10,0.003335154,7170,2149825.7,No,No,No,4.855525212731306,3.450710878146919,7.332403270537101
UCuF-f_kairxTjOyHSItrmtg,Madman Films,Film & Animation,Australia,2012,313000,1614,276965434,13,0.001130105,24076.92308,21305033.38,No,No,No,5.495545725066538,3.2081725266671217,8.44242557294376
UCug8l66RZxOlL3GRq4ODpGQ,comedy in the city,Comedy,Singapore,2012,335000,48,15274947,13,0.021931336,25769.23077,1174995.923,No,No,No,5.525046103436349,1.6901960800285136,7.183979740462775
UCuoeHoQVxg5VyCD5EVZcd4A,Naval News Australia,News & Politics,Australia,2015,2470,10,51545,10,0.047919294,247,5154.5,No,No,No,3.3928727454020793,1.0413926851582251,4.712194969419169
UCuOg3Y1J1JqKhBK8eh32FjQ,Marwadi Mastizada,Comedy,India,2018,649000,276,149597079,7,0.00433832,92714.28571,21371011.29,No,No,No,5.81224536597471,2.4424797690644486,8.17492311657481
UC-uogFppAS1G5hsNh0D3bWw,Music Media Studio 慕斯克錄音室,Music,"Taiwan, Province of China",2013,1862,7456,594410,12,0.003132518,77.58333333,24767.08333,No,No,No,5.938831824707963,7.143184766722614,10.946115145443486
UCuOwl-VgqBHOzR8hWnonBcA,Sky Sport DE,Sports,Germany,2009,1640000,8719,825093719,16,0.001987653,102500,51568357.44,No,Yes,Yes,6.214844112861326,3.940516484932567,8.916503281601004
UCURR_QDWbXIKGLUIJ7pRhZw,HowTo,Howto & Style,Canada,2017,126,21,164135,8,0.000767661,15.75,20516.875,No,No,No,2.103803720955957,1.3424226808222062,5.215203845444636
UCuuTCooIMbBFHNbPcSS70uw,SBS News,News & Politics,Australia,2009,497000,7065,185263449,16,0.002682666,31062.5,11578965.56,No,Yes,No,5.696357262564408,3.8491736330988267,8.267789747278846
UCUvNsKmB6BqeuuLHqiQpYfw,Cinema Semere entertainment,Entertainment,United States,2016,167000,3773,35922778,9,0.004648861,18555.55556,3991419.778,No,No,No,5.222719071705557,3.5768018958289125,7.555369926483037
UCUX24a1qIW8n8rhHddD2qow,Comedy Lounge,Comedy,Australia,2013,17400,557,1602144,12,0.010860447,1450,133512,No,No,No,4.240574207018384,2.7466341989375787,6.204701818770791
UCv0aU2eKry3kdSTnFa8QAWA,Science Magazine,Science & Technology,United States,2008,332000,841,81554424,17,0.004070901,19529.41176,4797319.059,No,No,No,5.521139391817975,2.9253120914996495,7.911447530072138
UCv5gQgP_uGbJxImWVoUC_Ng,Onespot Gaming,Gaming,India,2016,3540000,2837,1594612491,9,0.002219975,393333.3333,177179165.7,Yes,No,Yes,6.549003384707827,3.4530123911214554,9.202655161980728
UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,Entertainment,Indonesia,2015,26500000,4671,7053017970,10,0.003757257,2650000,705301797,Yes,No,Yes,7.423245890325279,3.669502834104343,9.848374990422823
UCvakUTdxWdrtyTXXnGWyBRw,HowTo,Howto & Style,Germany,2017,0,1,2,8,0,0,0.25,No,No,No,0,0.3010299956639812,0.47712125471966244
UCvBNr4oMW3lJ2b7MQ3VLEdA,ZODE MUSIC,Music,Australia,2015,258000,1098,87889010,10,0.002935521,25800,8788901,No,No,No,5.411621389271914,3.0409976924234905,7.94393457745823
UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,Entertainment,United States,2005,21400000,9588,6572027307,20,0.003256225,1070000,328601365.4,Yes,Yes,Yes,7.330413793643325,3.9817733186277473,9.817699359341399
UCvG04Y09q0HExnIjdgaqcDQ,Because Science,Science & Technology,United States,2015,1470000,353,164584430,10,0.008931586,147000,16458443,No,No,No,6.167317630186498,2.5490032620257876,8.21638875037452
UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),News & Politics,Australia,2008,2320000,98620,1248065546,17,0.001858877,136470.5882,73415620.35,No,Yes,Yes,6.365488172086756,4.993969401888894,9.096237394603515
UCVhkzoReyB25jpFEeXjh3kQ,OpTic Gaming,Gaming,United States,2009,1580000,1820,206758334,16,0.007641772,98750,12922395.88,No,No,No,6.198657361824261,3.26030994579492,8.315463026188516
UCvhw4IS55rKcLU-DBs_p9rA,Sounds Of Power - Epic Background Music,Music,Australia,2015,64000,358,13474979,10,0.004749544,6400,1347497.9,No,No,No,4.806186759782153,2.5550944485783194,7.129528129265375
UCvIWBOfYGXYQQQORhjAJKCQ,Gaming Rules!,Gaming,United Kingdom,2014,56600,1754,13541458,11,0.004179757,5145.454545,1231041.636,No,No,No,4.752824104167873,3.244277120801843,7.131665459143284
UCVjCsq6PCd1RxrhkOfuGMsw,T Gaming,Gaming,Viet Nam,2016,2510000,4001,2164066196,9,0.001159854,278888.8889,240451799.6,Yes,No,Yes,6.3996738945066935,3.6022770843001926,9.335270541347706
UCVJTmjduFLXInKawPoB9NCg,Academy Travel,Travel & Events,Australia,2017,2660,30,182371,8,0.014585652,332.5,22796.375,No,No,No,3.425044874551389,1.4913616938342726,5.260958160862239
UCvlVuntLjdURVD3b3Hx7kxw,Dry Bar Comedy,Comedy,United States,2017,2890000,3358,1192114906,8,0.002424263,361250,149014363.3,Yes,No,Yes,6.460897993031429,3.526210003841664,9.076318118718712
UCvM1hVcRJmVWDtATYarC0KA,How To Cake It,Howto & Style,Canada,2015,4220000,1044,597162966,10,0.007066748,422000,59716296.6,Yes,No,No,6.625312553875046,3.019116290447073,8.776092867160425
UCvO4Ym5LjYTo0uZRfUvtc-w,AY Comedian,Comedy,United States,2009,1120000,1784,192598564,16,0.005815204,70000,12037410.25,No,No,No,6.049218410432939,3.251638220448212,8.284653046989433
UCVqClKhvPRMtVaEEaxgY35A,Huong Giang Entertainment,Entertainment,United States,2014,1750000,1039,420810537,11,0.004158641,159090.9091,38255503.36,No,No,No,6.243038296854499,3.0170333392987803,8.624086606948786
UCvQgkrOiwcV9_C2Hj2IgeLw,BEAUTY NEWS,News & Politics,Australia,2016,489000,854,108893377,9,0.004490631,54333.33333,12099264.11,No,No,No,5.689309747250487,2.931966114728173,8.037001470338863
UCVSVUWH39QeeAfEdC0KADgQ,Inside The Music,Music,Australia,2017,152000,144,20755497,8,0.007323361,19000,2594437.125,No,No,No,5.181846445135912,2.161368002234975,7.317133158146112
UCVUKJr5jlalxfMzj8YGqgxw,Nonprofits Cutting Through the Noise,Nonprofits & Activism,United States,2017,215,117,12314,8,0.017459802,26.875,1539.25,No,No,No,2.3344537511509307,2.0718820073061255,4.090434416175122
UCvX5xxpS0SGfG_X2vi1L9_w,People Who Care,People & Blogs,Australia,2016,4,4,1503,9,0.002661344,0.444444444,167,No,No,No,0.6989700043360189,0.6989700043360189,3.1772478362556233
UCVXCo0W9pk2dDkEBNLhTt7A,Sports Tak,Sports,India,2017,7640000,46065,4231057870,8,0.001805695,955000,528882233.8,Yes,Yes,Yes,6.883093415420514,4.663380503258829,9.626448965507159
UCvZFRsgq2EsOINBWUZKU-Bg,Rnorm6 Pets,Pets & Animals,United States,2006,105,37,50581,19,0.002075878,5.526315789,2662.157895,No,No,No,2.0253058652647704,1.5797835966168101,4.703995997246261
UCw4G4L-F-mD5zMljpvc2gtA,SIX News Australia,News & Politics,Australia,2019,34200,1603,8121204,6,0.004211198,5700,1353534,No,No,No,4.534038804539547,3.2052043639481447,6.9096204733328115
UCw5VDXH8up3pKUppIvcstNQ,"SLICK SLIME SAM - DIY, Comedy, Science",Comedy,United States,2017,11400000,1604,5634603790,8,0.002023212,1425000,704325473.8,Yes,No,Yes,7.056904889432478,3.205475036740891,9.75086338312711
UCW6-BQWFA70Dyyc7ZpZ9Xlg,BBC Sport,Sports,United Kingdom,2016,843000,2654,252636955,9,0.003336804,93666.66667,28070772.78,No,No,No,5.925828089801758,3.4240645254174877,8.402496879920523
UCW7WugaHVra-5NaONjZmwGQ,Make It Easy Education,Education,India,2018,118000,918,16524057,7,0.007141103,16857.14286,2360579.571,No,No,No,5.071885687752241,2.9633155113861114,7.2181167106954796
UCwA3yPBSbZpwse6Q0aA2LPg,PAYAL GAMING,Gaming,India,2019,4300000,940,433657637,6,0.009915656,716666.6667,72276272.83,Yes,No,No,6.633468556578292,2.973589623427257,8.637147000010417
UCwbV8cTR4yBgFdfa_BXV2OA,Le Fossoyeur de Films,Film & Animation,France,2012,799000,299,124085216,13,0.006439123,61461.53846,9545016.615,No,No,No,5.902547322861188,2.4771212547196626,8.09372004453058
UCWHJTevqhiIEStjzRKZ7-DQ,Travel with Sumith,Travel & Events,Germany,2008,177,27,9750,17,0.018153846,10.41176471,573.5294118,No,No,No,2.250420002308894,1.4471580313422192,3.98904915643822
UCwIdNiqZoMq8rS4EFMuMPFQ,Ciné Movies - Films Complets en Français,Film & Animation,France,2018,601000,396,73100672,7,0.008221539,85857.14286,10442953.14,No,No,No,5.778875194621908,2.598790506763115,7.863921375300417
UCwMl7ANuC_D7ikl6_Jd8-gg,Horrible Science,Science & Technology,United Kingdom,2018,2910,117,201439,7,0.014446061,415.7142857,28777,No,No,No,3.464042205438811,2.0718820073061255,5.304145712763788
UCWo3kLE5S6cJsnKVJdxDVSg,Marc and Cars,Autos & Vehicles,Australia,2018,8830,94,614630,7,0.014366367,1261.428571,87804.28571,No,No,No,3.9460098847657648,1.9777236052888478,5.788614460881985
UCwOW5rbG2MbL-5n2N4L73HA,Travel with Ashish,Travel & Events,India,2011,26900,97,5327037,14,0.005049712,1921.428571,380502.6429,No,No,No,4.429768424478605,1.9912260756924949,6.726485794800871
UCwqG7t0BxMyDliOZgKAagJQ,Thai Comedy,Comedy,Thailand,2016,602000,406,135769999,9,0.004433969,66888.88889,15085555.44,No,No,No,5.779597212676631,2.60959440922522,8.132803818002
UCWR7anXoeACq4RYrFQyJn9w,Bang Bang Education,Education,Russian Federation,2017,41200,908,2643642,8,0.015584561,5150,330455.25,No,No,No,4.614907757033412,2.9585638832219674,6.422202807243954
UCwTLrdvrscYPXBZ3Z0kzX0g,MangledPork Gaming,Gaming,United Kingdom,2012,35800,1410,12803528,13,0.002796104,2753.846154,984886.7692,No,No,No,4.553895157605227,3.149527013754348,7.10732968949089
UCwVQIkAtyZzQSA-OY1rsGig,Chill Music Lab,Music,United States,2019,1270000,318,206059856,6,0.006163258,211666.6667,34343309.33,No,No,No,6.1038040629199815,2.503790683057181,8.313993394101171
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,Comedy,United States,2016,12500000,7231,7132313801,9,0.001752587,1388888.889,792479311.2,Yes,Yes,Yes,7.096910047751614,3.859258417467307,9.85323044267479
UCwXfRdTtVeVnXXF4poaYw0Q,Travel With Chatura,Travel & Events,Sri Lanka,2018,392000,340,37299524,7,0.010509517,56000,5328503.429,No,No,No,5.59328717491313,2.5327543789924976,7.5717033012137165
UCwzfmK3YWOGPjrF0UDvzQ-Q,The New Travel,Travel & Events,Canada,2012,379000,441,52707599,13,0.007190614,29153.84615,4054430.692,No,No,No,5.578640355862291,2.645422269349092,7.721873241400187
UCxaQggOi7gKRK-osXih5zcA,Cambridge International Education,Education,United Kingdom,2013,44800,474,2834953,12,0.015802731,3733.333333,236246.0833,No,No,No,4.65128770796321,2.6766936096248664,6.452546016418257
UCxcrzzhQDj5zKJbXfIscCtg,ABC News In-depth,News & Politics,Australia,2019,2030000,5566,840902839,6,0.002414072,338333.3333,140150473.2,No,Yes,Yes,6.307496251851329,3.7456212213069384,8.924745819234909
UCXDG9ue-emCN8Ad3h7lERqQ,One Sports,Sports,Philippines,2015,4680000,37969,2317319338,10,0.002019575,468000,231731933.8,Yes,Yes,Yes,6.670245945872081,4.579440597139797,9.364985886016647
UCXF7KbhN1AaoWf_w-KbGwwQ,Rosenthal Automotive,Autos & Vehicles,United States,2010,96100,262,31901044,15,0.003012441,6406.666667,2126736.267,No,No,No,4.9827279068383925,2.419955748489758,7.50380490971236
UCXgNowiGxwwnLeQ7DXTwXPg,The Science Asylum,Science & Technology,United States,2012,711000,223,71742015,13,0.009910511,54692.30769,5518616.538,No,No,No,5.851870211551393,2.3502480183341627,7.855773576485108
UCXIJgqnII2ZOINSWNOGFThA,Fox News,News & Politics,United States,2006,13500000,119167,20334617657,19,0.000663892,710526.3158,1070243035,Yes,Yes,Yes,7.130333800664967,5.076159650629211,10.308236010987871
UCXIQcJ1TcFeMlF32vAOORLQ,Virgin Media Sport,Sports,Ireland,2019,180000,4450,110356096,6,0.001631083,30000,18392682.67,No,No,No,5.2552749178437255,3.6484575942825224,8.04279633224447
UCxjsAoUkcnaX5gKB3R_eJtw,HowTo,Howto & Style,India,2018,39,18,13892,7,0.002807371,5.571428571,1984.571429,No,No,No,1.6020599913279623,1.2787536009528289,4.142796035713555
UCXLVBOjWii6bNALTSOC50FQ,Nonprofit.Courses,Nonprofits & Activism,United States,2015,158,293,12259,10,0.01288849,15.8,1225.9,No,No,No,2.2013971243204513,2.4683473304121573,4.088490470182396
UCxo8ooAqXiObjuaIy10ud0A,Beyond Science,Science & Technology,United States,2013,1980000,480,351703789,12,0.005629737,165000,29308649.08,No,No,No,6.296665409602123,2.682145076373832,8.546177048348838
UCXoD9PEIQQdRdiyvarsxjcQ,Pets Nottez,Pets & Animals,United States,2006,1,26,169,19,0.00591716,0.052631579,8.894736842,No,No,No,0.3010299956639812,1.4313637641589874,2.230448921378274
UCxofnvG9fG939kbgD1zw4TQ,"Mainstream Nonprofit Solutions, Inc.",Nonprofits & Activism,United States,2019,3,1,29,6,0.103448276,0.5,4.833333333,No,No,No,0.6020599913279624,0.3010299956639812,1.4771212547196624
UCxoz4YfS4M3H3C57FD4jW4Q,Science Time,Science & Technology,Portugal,2019,1030000,558,160200161,6,0.006429457,171666.6667,26700026.83,No,No,No,6.012837646350095,2.747411807886423,8.204662950922192
UCxqAWLTk1CmBvZFPzeZMd9A,Domain of Science,Science & Technology,United Kingdom,2010,1540000,64,63883496,15,0.024106383,102666.6667,4258899.733,No,No,No,6.187521002845775,1.8129133566428555,7.805388681515203
UCxqdZlyayQgkz2zRXHbRRAQ,Nonprofit VOTE,Nonprofits & Activism,United States,2011,525,53,20547,14,0.025551175,37.5,1467.642857,No,No,No,2.7209857441537393,1.7323937598229686,4.3127695570523
UCXqRy0h4ACA80PGv8gKjWhw,فيلم مع شعيب - Shu3aib Film,Film & Animation,Egypt,2018,526000,151,85772465,7,0.006132504,75142.85714,12253209.29,No,No,No,5.720986569807863,2.1818435879447726,7.933347896434149
UCXwrB-W99Rbms7ebdSen4Dg,Silly Science with Simon,Science & Technology,Australia,2019,6050,76,1273260,6,0.004751583,1008.333333,212210,No,No,No,3.781827152932428,1.8864907251724818,6.104917436836172
UCXWXB0tY_Wza-vh8S38OfKg,Nonprofit Partners | Marketing for Good,Nonprofits & Activism,United States,2018,9,70,940,7,0.009574468,1.285714286,134.2857143,No,No,No,1,1.8512583487190752,2.973589623427257
UCxzJk8fAkFOI7iKDXj0jKGg,Frontier Pets,Pets & Animals,Australia,2018,467,79,162152,7,0.002880014,66.71428571,23164.57143,No,No,No,2.670245853074124,1.9030899869919435,5.2099249879852065
UCY_Isf8i33bETx47uR2qFFQ,HowTo,Howto & Style,Canada,2018,187,1,167664,7,0.001115326,26.71428571,23952,No,No,No,2.27415784926368,0.3010299956639812,5.224442413272245
UCY-_QmcW09PHAImgVnKxU2g,SQUEEZIE GAMING,Gaming,France,2018,5010000,1267,2497525103,7,0.002005986,715714.2857,356789300.4,Yes,No,Yes,6.6998378125527625,3.1031192535457137,9.397509862252926
UCY_wPnc5xrvPekvHpLAvZvQ,Sports Gaming Universe,Gaming,United States,2011,267000,20478,154666532,14,0.001726295,19071.42857,11047609.43,No,Yes,No,5.426512887932622,4.311308746000808,8.189396350507282
UCY8W00uQO4toyXXOaJUtkJw,The Furniture People,People & Blogs,Australia,2015,371,506,342557,10,0.001083031,37.1,34255.7,No,No,No,2.5705429398818973,2.705007959333336,5.534734114360979
UCy9y9EZGXOd1odg8vsD7g2A,UB Comedy Club,Comedy,United States,2015,434000,377,89660733,10,0.004840469,43400,8966073.3,No,No,No,5.637490730189888,2.5774917998372255,7.9526022898592945
UCY-aY6fAqJauPWfxZ7HTZig,2J Games,Gaming,Greece,2014,1050000,667,373036706,11,0.002814736,95454.54545,33912427.82,No,No,No,6.021189712683533,2.824776462475546,8.571751568707317
UCYCmtNWaGj-Q-xhvd1ZcF4A,Churchlands SHS School of Music,Music,Australia,2015,896,193,219266,10,0.004086361,89.6,21926.6,No,No,No,2.952792443044092,2.287801729930226,5.340973274649156
UCYcVUqtQ0Bjl_h9qyWu969Q,zWORMz Gaming,Gaming,Portugal,2012,570000,3572,294540703,13,0.001935216,43846.15385,22656977.15,No,No,No,5.7558756175919665,3.55303301620244,8.469145320518924
UCyDymklPNMrOXKc3BG1dtBQ,Themantic Education,Education,New Zealand,2018,13400,149,1505171,7,0.008902643,1914.285714,215024.4286,No,No,No,4.127137207191501,2.1760912590556813,6.177586130748944
UCyG6VwGcUodVTCFEnqiCFDg,Below Average Gaming,Gaming,United States,2017,27800,89,4354149,8,0.006384715,3475,544268.625,No,No,No,4.444060417740776,1.954242509439325,6.638903386361062
UCYGP_xER6wvSvWyk4CNOGNQ,The Clashers Gaming,Gaming,Bulgaria,2018,263000,529,75828921,7,0.003468334,37571.42857,10832703,No,No,No,5.419957399796435,2.724275869600789,7.8798348820082
